"X","Y"
174.816474939239,-36.8753558809593
174.824702064009,-36.8761024946989
174.81648270445,-36.8752681877195
174.821841705159,-36.8778572551946
174.834427733621,-36.8760016847616
174.815848245836,-36.8769775842892
174.816338412061,-36.8755835748959
174.819679455202,-36.878559919894
174.816054888452,-36.8760804863547
174.829088962918,-36.87856837424
174.824469236408,-36.8754870404258
174.827037870395,-36.8798945129852
174.818804859707,-36.8782922445103
174.818920617496,-36.8753056469853
174.821749613022,-36.8778110463581
174.840102120905,-36.8791376782148
174.819091618828,-36.8758254003532
174.802675890474,-36.8783436088746
174.839399772162,-36.8796629060494
174.835432702708,-36.8761169679573
174.824517586715,-36.8755627868257
174.81929928319,-36.8761838355474
174.815814953466,-36.8758536880279
174.8160221762,-36.8767625805146
174.83447178321,-36.8758846715605
174.816803703099,-36.8746699456559
174.81696883444,-36.8746136503736
174.829036219726,-36.8790513897489
174.829023539796,-36.8789661873868
174.829079911607,-36.8783926907981
174.827680090433,-36.8792696522285
174.827939886182,-36.8786899762872
174.821649475807,-36.87780012541
174.81877967599,-36.8783715003225
174.817277321484,-36.8765593736033
174.816610861898,-36.8752019648925
174.815926258109,-36.8766882120225
174.819480976387,-36.8764887232759
174.821536241992,-36.8778716085479
174.830010200764,-36.8782075909567
174.816852065896,-36.876096744216
174.82771142669,-36.8790848621844
174.828370854311,-36.8799413783153
174.821352452085,-36.8776867633944
174.824832284871,-36.8763477229559
174.824108331752,-36.875096639223
174.819147098999,-36.8697796327846
174.818664762393,-36.8670643363187
174.81213957156,-36.8628675208649
174.82119976645,-36.8724086496149
174.810767303741,-36.8698951085614
174.811115370408,-36.8700566676195
174.810896769395,-36.8699542964075
174.809856210592,-36.869512092712
174.817025693494,-36.8736234548458
174.809240111195,-36.8688917594438
174.819796358382,-36.871280858149
174.822437699766,-36.8721000688317
174.818431566275,-36.8689077316196
174.808727619744,-36.8681058276949
174.818875750688,-36.8718662307383
174.817730337699,-36.8736713548032
174.817546003103,-36.8726235257248
174.806317123727,-36.8660592514788
174.804094439226,-36.8675088064525
174.803732153331,-36.8682554147695
174.804141926525,-36.8671827406596
174.803960019409,-36.868099344606
174.818106660798,-36.8717540741846
174.812477792567,-36.8611328508819
174.803922210548,-36.8681568903383
174.804056072083,-36.8678784774157
174.812991939796,-36.8612645972218
174.814125672447,-36.861840863108
174.806031656308,-36.8660775354863
174.818476860664,-36.8654752546188
174.807990546633,-36.8650676228659
174.813998417714,-36.8704176281249
174.818789018242,-36.8719888726627
174.826275756143,-36.8704531785574
174.809350668082,-36.8621234085125
174.81395636653,-36.8704276746718
174.809296293783,-36.8621476586113
174.812329821174,-36.8607797054478
174.822121661306,-36.8731148649341
174.835382398469,-36.8632777490831
174.803132443284,-36.869045442809
174.809846529933,-36.8725271084105
174.830242443581,-36.8719560566563
174.8156242603,-36.8622396118008
174.806480021706,-36.8673752429089
174.835626308108,-36.8709505367163
174.819441352063,-36.8717136239459
174.835335901735,-36.8617040339528
174.826196575184,-36.8705110552439
174.822668139544,-36.8661434698144
174.824301647614,-36.8711654463051
174.830571486901,-36.8687325788405
174.814004967457,-36.8598767651445
174.83983341475,-36.8627747449374
174.803460534724,-36.8685329151249
174.814567775764,-36.8703083161528
174.829593851557,-36.8718647707404
174.82249192667,-36.871942040842
174.810077524678,-36.8727001087384
174.809637701741,-36.8723365022103
174.803574375424,-36.8684079815966
174.802315870411,-36.8710167037923
174.839474096482,-36.8586434755836
174.837721311473,-36.8654998925109
174.82251894141,-36.8720825481564
174.841421314277,-36.8692736060226
174.839942197669,-36.8626507352529
174.836171357451,-36.8616189153243
174.825594909786,-36.8710112164004
174.802568652925,-36.8719789142112
174.804810081948,-36.8658925481264
174.806482687822,-36.8673493141862
174.835064730669,-36.8614770229712
174.825040813212,-36.8657058058898
174.838509077631,-36.8679354262102
174.817051614203,-36.8621193942564
174.824119807238,-36.8717660638964
174.812269928667,-36.8707235006327
174.827131098163,-36.8627411526577
174.811372351366,-36.8600972292334
174.835113272053,-36.8666438546896
174.822801303044,-36.872067277891
174.809301483377,-36.8621440661792
174.827330105926,-36.8714133814972
174.81461367528,-36.8619163525001
174.81842051979,-36.8692283107128
174.824195845539,-36.873288095665
174.803230560877,-36.869197893039
174.825129179602,-36.8660194431855
174.815985016479,-36.861743375529
174.826031577788,-36.8739112997177
174.835093615931,-36.8666467487055
174.806502687795,-36.867337242257
174.811929077035,-36.8601718408515
174.820910771804,-36.8661555086476
174.824977991852,-36.8709933024982
174.822179679288,-36.8732547246626
174.826050275055,-36.8733063405502
174.818677338819,-36.8659240254509
174.826393712859,-36.8733430654532
174.837077887425,-36.8713164722461
174.826253277273,-36.8710111086689
174.840016913187,-36.8636485861899
174.834862613872,-36.8645197368921
174.827440720682,-36.8588416546604
174.802321020378,-36.8715745557028
174.836024225785,-36.8618636853308
174.804744856797,-36.8660167696409
174.810710108087,-36.8597660782542
174.82650660803,-36.8594846239314
174.80360399114,-36.8684252487141
174.822063336668,-36.8729737047438
174.833366216056,-36.8659202256517
174.828988533169,-36.8716483536738
174.823352369792,-36.8717158322469
174.81794653342,-36.8731270950235
174.811731918629,-36.860404823165
174.802633945617,-36.8703070313361
174.817380791903,-36.8740446204748
