"Y","X"
-36.8556371449999,174.751312634
-36.8554397509999,174.751069788
-36.852251539,174.757877458
-36.8508888699999,174.751270574
-36.861065316,174.755521292
-36.863735388,174.760757312
-36.8636899219999,174.760545506
-36.863684614,174.760526388
-36.8611918299999,174.75225414
-36.8611609439999,174.752552288
-36.858363928,174.755421125
-36.858473792,174.755612542
-36.858353732,174.755559472
-36.858773786,174.755745202
-36.8648609959999,174.749488688
-36.864852173,174.749477491
-36.864657479,174.749230708
-36.8648546909999,174.749025387
-36.865256453,174.748525396
-36.86622698,174.750002241
-36.865221033,174.751176608
-36.866508398,174.749668574
-36.8621726229999,174.756759681
-36.8624599249999,174.756722225
-36.863233119,174.754340883
-36.8631595649999,174.754558975
-36.861658212,174.750486795
-36.866077671,174.754543297
-36.8667319859999,174.746531685
-36.864650887,174.750493372
-36.86454742,174.750503528
-36.860053691,174.753042448
-36.863841114,174.75571133
-36.865170083,174.758312891
-36.863637501,174.757073173
-36.861748264,174.757882482
-36.864567516,174.763364379
-36.864712826,174.764059501
-36.864238034,174.761732763
-36.8643021359999,174.762042406
-36.864405839,174.762547637
-36.864424824,174.762645262
-36.86626567,174.767042646
-36.8662207859999,174.767004479
-36.8664145079999,174.759966054
-36.864685955,174.760733362
-36.8640977709999,174.760905984
-36.863932666,174.760958728
-36.86380564,174.760996388
-36.860878777,174.761002532
-36.858990847,174.761599075
-36.8641119489999,174.757660668
-36.864159651,174.757680703
-36.864190617,174.757825866
-36.8632605989999,174.758607702
-36.863319589,174.758634798
-36.8632651679999,174.758652802
-36.863415039,174.759314605
-36.863394091,174.759220142
-36.8629842669999,174.759984069
-36.8633743189999,174.759865244
-36.863012644,174.75997541
-36.8628842809999,174.760100444
-36.8637287339999,174.759207156
-36.864153754,174.759061588
-36.864840408,174.758820187
-36.8645193849999,174.759668344
-36.865095981,174.75826605
-36.865750436,174.759575713
-36.865154274,174.757273856
-36.864803406,174.757246206
-36.86350257,174.756402549
-36.8639433399999,174.75610504
-36.863315067,174.750195491
-36.860844597,174.752462834
-36.8605606639999,174.752669082
-36.860667501,174.753439447
-36.86097477,174.754470667
-36.8603044989999,174.754366497
-36.8606472239999,174.754577532
-36.860898415,174.754495598
-36.860514076,174.753877353
-36.86037634,174.754223516
-36.861762449,174.754044785
-36.862349074,174.755473546
-36.8617538309999,174.756572049
-36.863005527,174.757442046
-36.8629758279999,174.757301965
-36.858940603,174.76114711
-36.8582461409999,174.759035301
-36.8578344489999,174.75906821
-36.8588904379999,174.756926424
-36.85866851,174.757159299
-36.8593759459999,174.758534536
-36.8608523579999,174.758940394
-36.8607520469999,174.758249037
-36.861025613,174.75821462
-36.861857361,174.75645243
-36.861977194,174.756303676
-36.8634029199999,174.75565522
-36.863711613,174.755649304
-36.863406297,174.755523539
-36.864894879,174.755529999
-36.864390919,174.754370399
-36.864567839,174.754142413
-36.8648438779999,174.754172424
-36.865235027,174.753564189
-36.865387856,174.754175281
-36.865395984,174.753732401
-36.8654754369999,174.752737038
-36.8657986069999,174.753802833
-36.865068568,174.752506481
-36.865587348,174.752868689
-36.865475406,174.752737059
-36.8654163539999,174.751924317
-36.8653993789999,174.751433294
-36.864652011,174.751956558
-36.8646526969999,174.751945715
-36.8628894399999,174.749661014
-36.8628717399999,174.749631831
-36.8625657929999,174.749297789
-36.8637658439999,174.750673742
-36.863784783,174.750625004
-36.863755544,174.753399225
-36.863803176,174.753393238
-36.8639144219999,174.753912329
-36.864118189,174.753305889
-36.8649190679999,174.753209082
-36.864418428,174.753464575
-36.865244689,174.751186308
-36.86527172,174.751229378
-36.8652317099999,174.751274322
-36.8652326659999,174.751254832
-36.865221772,174.751212423
-36.865018918,174.749979046
-36.865173915,174.749934471
-36.865166119,174.749906289
-36.8649938679999,174.748200963
-36.865739962,174.74915479
-36.8644927839999,174.747572974
-36.864744833,174.747886578
-36.8655628299999,174.74853428
-36.865418913,174.748732529
-36.865774786,174.749154776
-36.865178159,174.749930379
-36.865143998,174.749847634
-36.8659487629999,174.750466451
-36.8659499619999,174.750387399
-36.865307963,174.744998646
-36.859032288,174.758304352
-36.859011728,174.758362018
-36.858948857,174.758331682
-36.859038912,174.75828771
-36.8584166869999,174.7580005
-36.8585149749999,174.759181749
-36.8585143459999,174.759160129
-36.8584541769999,174.759048197
-36.858421079,174.75903394
-36.86170086,174.756735996
-36.861758333,174.756725622
-36.861363503,174.756874025
-36.8616752,174.75652224
-36.861491992,174.758887118
-36.8624269659999,174.757603242
-36.8623669099999,174.757701669
-36.862288764,174.758484198
-36.862236631,174.758442648
-36.861959299,174.7585645
-36.8579695189999,174.76179708
-36.857999697,174.760532559
-36.8579530379999,174.760226742
-36.859651153,174.755234907
-36.859545066,174.755684803
-36.859459627,174.755146803
-36.8599839839999,174.755376862
-36.858827984,174.754389779
-36.859576982,174.754334701
-36.8602873739999,174.754426316
-36.860286217,174.754292984
-36.86026724,174.754280853
-36.8596897049999,174.753909751
-36.861618891,174.75350657
-36.861691218,174.753438789
-36.861963525,174.753194608
-36.861436066,174.753678308
-36.8611760969999,174.754035761
-36.86126222,174.753824481
-36.8611718569999,174.753744573
-36.8598587119999,174.753667864
-36.865905819,174.743143129
-36.864604604,174.750451589
-36.865032061,174.75000962
-36.866122564,174.746943331
-36.8651569949999,174.75099356
-36.865785929,174.745573709
-36.8665962859999,174.748345925
-36.866595323,174.749044859
-36.866106277,174.749602552
-36.865441615,174.74998966
-36.865696016,174.75006096
-36.8656361939999,174.750379647
-36.8647929599999,174.75203388
-36.8647202509999,174.752554859
-36.8644990829999,174.752736925
-36.8644530359999,174.752764462
-36.8644668279999,174.752945475
-36.864299654,174.753220753
-36.864971958,174.752172637
-36.8646333259999,174.75183796
-36.8646329009999,174.751835574
-36.8646389849999,174.751835877
-36.86468731,174.751723339
-36.864720196,174.75174968
-36.865399376,174.75143328
-36.8653655319999,174.751051889
-36.865239768,174.750999526
-36.8650666729999,174.751225953
-36.8650093379999,174.751165226
-36.864879758,174.750976766
-36.8637892039999,174.752600796
-36.8645899649999,174.751659027
-36.864200221,174.752124779
-36.8626095819999,174.753037936
-36.864311636,174.752217437
-36.8639216789999,174.752781748
-36.864471954,174.751446197
-36.8645314939999,174.751008898
-36.8640603769999,174.751904615
-36.8636677659999,174.752354259
-36.863401602,174.75303698
-36.862864944,174.753297758
-36.8632577389999,174.752806349
-36.863136797,174.752550173
-36.8652856749999,174.750522129
-36.864942417,174.750608679
-36.86452486,174.750852184
-36.8640680949999,174.751284445
-36.8635948429999,174.75173846
-36.863164301,174.752148594
-36.862720731,174.75255249
-36.862282834,174.752975802
-36.864228473,174.752553913
-36.863764663,174.753346751
-36.8626889879999,174.754109366
-36.863237462,174.754144013
-36.862804481,174.75397548
-36.863330091,174.754140644
-36.8635068959999,174.754643321
-36.8633377469999,174.754637177
-36.86367713,174.755647184
-36.8637857059999,174.755556575
-36.8637143609999,174.755653898
-36.864015238,174.756101434
-36.862154781,174.756700675
-36.8621721499999,174.756367642
-36.8623419049999,174.757524448
-36.862193406,174.756819702
-36.86077957,174.757902316
-36.8607196199999,174.757896734
-36.86021779,174.758077013
-36.862837014,174.756626524
-36.862810391,174.756498443
-36.862833049,174.755848217
-36.859422821,174.758387158
-36.858336091,174.761692464
-36.858408277,174.761954068
-36.861232947,174.761959324
-36.861207829,174.761974985
-36.861096038,174.761697229
-36.861560621,174.760030525
-36.8622181969999,174.760217867
-36.862317869,174.760213294
-36.86240251,174.760241684
-36.8624301139999,174.760777676
-36.862532925,174.758913551
-36.8618055869999,174.761640148
-36.861989923,174.761544195
-36.862764522,174.760809365
-36.863285359,174.76065322
-36.862768146,174.755067918
-36.8613039599999,174.75522531
-36.8612469519999,174.756172814
-36.8607599339999,174.760984811
-36.8592595879999,174.75755515
-36.858593073,174.755801951
-36.8587300579999,174.755827641
-36.858980757,174.755904604
-36.859078992,174.755925712
-36.8591078119999,174.755938551
-36.859073489,174.756756304
-36.8589897759999,174.756711667
-36.8624844089999,174.754139116
-36.8617276649999,174.754165001
-36.861883576,174.754646541
-36.861707397,174.754683432
-36.8616735599999,174.754728648
-36.8614670499999,174.754461888
-36.8613330119999,174.754616121
-36.861516329,174.754725043
-36.8619481759999,174.754987546
-36.86196116,174.755044591
-36.861944621,174.755195576
-36.8617543899999,174.755276587
-36.861633065,174.755751161
-36.8607671729999,174.757879667
-36.860827505,174.757377345
-36.8613627249999,174.756325489
-36.8613808279999,174.756165639
-36.861004013,174.756973579
-36.8607962839999,174.757181944
-36.860987468,174.756572294
-36.860634933,174.757249822
-36.8614365409999,174.755232823
-36.861494965,174.755283296
-36.8612687469999,174.755663945
-36.860940666,174.755410061
-36.8610052069999,174.755298326
-36.860791471,174.75520496
-36.860789407,174.755183394
-36.8606580599999,174.755034224
-36.860432459,174.75529246
-36.86070846,174.755656995
-36.860492844,174.75568632
-36.8605431249999,174.755921241
-36.860388476,174.75619816
-36.860425156,174.756303444
-36.860466851,174.756386756
-36.8602620139999,174.756428536
-36.8600843369999,174.756434266
-36.8598650179999,174.756502559
-36.8601140179999,174.75751977
-36.859714428,174.757567327
-36.859371553,174.757143981
-36.85928079,174.756945825
-36.8601632629999,174.755595697
-36.8598879799999,174.755782011
-36.859656662,174.755884891
-36.859436175,174.755932076
-36.8600465019999,174.75768917
-36.859985819,174.757760966
-36.8598885449999,174.757920331
-36.8604219179999,174.757925114
-36.8603509169999,174.758249381
-36.8604946519999,174.758470683
-36.8600131429999,174.758267454
-36.860016915,174.758304944
-36.8601801799999,174.7584541
-36.859968806,174.758557046
-36.8597261159999,174.758422532
-36.860517892,174.75892489
-36.860246947,174.758763306
-36.859914311,174.759016403
-36.8598569129999,174.759413963
-36.859714611,174.759433302
-36.8601628129999,174.759499328
-36.860450387,174.759268259
-36.860410524,174.759978929
-36.860148145,174.760133957
-36.8604088559999,174.760091532
-36.860423688,174.760354442
-36.8602047649999,174.760619982
-36.860456316,174.760637961
-36.860505033,174.760762596
-36.8602259199999,174.760790777
-36.8602900389999,174.761037068
-36.8605786379999,174.761061038
-36.860653305,174.761329985
-36.860296364,174.761866106
-36.860310424,174.761898285
-36.860830258,174.761899589
-36.8603074009999,174.761953309
-36.8602402069999,174.761994729
-36.8605250689999,174.762351507
-36.860445484,174.762425645
-36.8600284029999,174.76114492
-36.859947528,174.760944613
-36.8599005569999,174.760721911
-36.8598018289999,174.760250325
-36.8631946099999,174.761184462
-36.863491772,174.760589631
-36.8636451799999,174.760548275
-36.863725696,174.760900945
-36.8632321429999,174.761072981
-36.8641226839999,174.761044877
-36.8647242919999,174.760960533
-36.8647836559999,174.761177645
-36.864437138,174.759203505
-36.864502241,174.758926395
-36.8648954839999,174.757162206
-36.865912033,174.757678768
-36.8640477869999,174.756241974
-36.864299358,174.75679715
-36.8648249,174.756566475
-36.864572268,174.756796299
-36.864659827,174.757679326
-36.864866596,174.757660255
-36.864640881,174.757984331
-36.864469232,174.757618647
-36.8645367669999,174.758763791
-36.864500877,174.758644311
-36.864467465,174.758456065
-36.8644986859999,174.757924088
-36.864582953,174.757643355
-36.8645952159999,174.757616806
-36.8646277299999,174.757475897
-36.864538861,174.757390101
-36.8646070739999,174.757257432
-36.864460865,174.757223061
-36.8644459299999,174.757461589
-36.86440842,174.757207434
-36.8643686299999,174.756985628
-36.86404082,174.757356849
-36.863989029,174.757138613
-36.864267131,174.756798651
-36.866549842,174.752336952
-36.8658398699999,174.751379189
-36.8662726109999,174.763612348
-36.86571465,174.763487405
-36.865388797,174.763896179
-36.864799257,174.764090386
-36.864736014,174.764190139
-36.865272048,174.766297596
-36.865198398,174.766272197
-36.865962302,174.76688949
-36.865426656,174.767126264
-36.865367185,174.767081405
-36.865234249,174.766432821
-36.866163322,174.767575579
-36.8656321569999,174.768088131
-36.865557393,174.767981937
-36.8654013139999,174.767242185
-36.8516641489999,174.754122481
-36.852309407,174.754343375
-36.852354267,174.754332961
-36.8520480029999,174.754142806
-36.8518826019999,174.754008699
-36.851688404,174.754066957
-36.856106965,174.765395217
-36.852772021,174.770732917
-36.85280216,174.770823523
-36.8547857459999,174.768568869
-36.854564949,174.76858209
-36.855849952,174.767979827
-36.8556238859999,174.768128883
-36.8528310469999,174.765216394
-36.8529753729999,174.765302879
-36.853281431,174.765478868
-36.8551143719999,174.76499394
-36.8561147189999,174.757692525
-36.863691721,174.755622288
-36.8637337339999,174.755676421
-36.862804679,174.76498183
-36.860693129,174.767627425
-36.860678091,174.767943901
-36.860535188,174.767280147
-36.8606131569999,174.767395123
-36.8608959819999,174.768843091
-36.860724878,174.768124665
-36.860911952,174.768910146
-36.861418936,174.768971409
-36.861387312,174.768667817
-36.8619980399999,174.768463385
-36.862311468,174.768358324
-36.862355957,174.768403209
-36.8625486409999,174.769064761
-36.862950043,174.768899026
-36.862397303,174.768404948
-36.8629301409999,174.768213523
-36.863229304,174.768969965
-36.8630570029999,174.768156097
-36.8634287479999,174.768038917
-36.862284799,174.768896476
-36.8633675579999,174.768089122
-36.8630121479999,174.768199835
-36.862405786,174.768404523
-36.8625281549999,174.769193719
-36.862498826,174.769064358
-36.8624814099999,174.768972798
-36.862448147,174.768839229
-36.8623555949999,174.768415366
-36.862012254,174.768531972
-36.8632502039999,174.767030525
-36.863132535,174.766516732
-36.863224851,174.766946887
-36.863784191,174.769791764
-36.863648032,174.769105592
-36.863854895,174.770061494
-36.862652366,174.769471649
-36.8630619689999,174.769330222
-36.864947646,174.757257575
-36.863333938,174.770895042
-36.8638887979999,174.771101016
-36.863993471,174.771062937
-36.863962858,174.770921675
-36.864011954,174.770844847
-36.863333938,174.770895042
-36.862662147,174.770569825
-36.862670841,174.770663803
-36.862750316,174.770229844
-36.8631219609999,174.757992961
-36.862986468,174.757354955
-36.8642146609999,174.752613476
-36.8642492069999,174.752569058
-36.864202115,174.752523685
-36.85423624,174.77828252
-36.854527968,174.778441594
-36.8545485509999,174.778395523
-36.8544145069999,174.778773695
-36.864724157,174.768433981
-36.864919065,174.768372911
-36.850798858,174.757128419
-36.8507726569999,174.757012556
-36.850761599,174.756968001
-36.8506529429999,174.756587599
-36.859974423,174.767319165
-36.852340892,174.755873262
-36.864989086,174.77510431
-36.8648258069999,174.774286693
-36.865146441,174.776631424
-36.865290697,174.776930014
-36.8651804469999,174.776617628
-36.864847299,174.774622037
-36.865344498,174.776912527
-36.8653244819999,174.777473397
-36.8649026579999,174.774657083
-36.865458485,174.777451037
-36.8652915219999,174.776893098
-36.8649796299999,174.7755261
-36.8649115329999,174.775149069
-36.865392452,174.777466783
-36.859151761,174.750230513
-36.859126374,174.749280819
-36.8592250359999,174.750299315
-36.859184629,174.749095162
-36.859783208,174.749083233
-36.858919434,174.749947427
-36.85903847,174.749233387
-36.8587777179999,174.74973489
-36.8589588849999,174.749361687
-36.8588080379999,174.749695761
-36.859504052,174.749219891
-36.8590884189999,174.749253044
-36.858945622,174.749479176
-36.859252012,174.748981389
-36.85901215,174.749374231
-36.859435036,174.749161666
-36.8588879069999,174.749474705
-36.856178219,174.770111984
-36.856582853,174.76964462
-36.855670362,174.77090717
-36.85569665,174.77079438
-36.857961356,174.769923738
-36.8579859659999,174.770123176
-36.857783866,174.76909556
-36.8587216609999,174.74972217
-36.8562020809999,174.770116583
-36.857957024,174.769936201
-36.858014795,174.769585555
-36.8571692479999,174.769385582
-36.859452624,174.767804726
-36.858397678,174.768786895
-36.8589343579999,174.768301018
-36.851984694,174.773302154
-36.8510065099999,174.7527369
-36.85797855,174.7612495
-36.859661585,174.774543363
-36.859675975,174.77444539
-36.8596398779999,174.774593611
-36.859642078,174.774527912
-36.859689756,174.772361776
-36.857240065,174.77977387
-36.852094302,174.773335993
-36.853738068,174.778932944
-36.857252847,174.746970231
-36.853589982,174.77895071
-36.8573248399999,174.779578938
-36.85729724,174.779333441
-36.857783631,174.779500182
-36.855725714,174.748403124
-36.855965488,174.748377517
-36.85539189,174.748284365
-36.8562504399999,174.767599925
-36.85613383,174.76742076
-36.8564928989999,174.767583705
-36.856335278,174.767722724
-36.853484787,174.762850433
-36.85631209,174.76769637
-36.8533754159999,174.762615974
-36.8566857329999,174.767608538
-36.856416748,174.76767074
-36.856368645,174.767748808
-36.856333827,174.767703298
-36.8628860699999,174.765376195
-36.855236264,174.752823843
-36.8505514409999,174.763150196
-36.861408454,174.768740434
-36.8513742229999,174.768666056
-36.8547763289999,174.763792107
-36.8633458149999,174.76750582
-36.8510027999999,174.775169515
-36.8625768049999,174.769445561
-36.854598041,174.763626223
-36.8634175239999,174.767885463
-36.8582666309999,174.753173648
-36.8614278279999,174.768659799
-36.861319425,174.768768152
-36.8661559669999,174.765976219
-36.866275059,174.767102205
-36.866258331,174.767020938
-36.86467519,174.760817247
-36.8658043529999,174.768763708
-36.8659764019999,174.761462695
-36.8650906899999,174.760615283
-36.851544538,174.766508429
-36.851637426,174.754121041
-36.852886456,174.766042416
-36.8536116339999,174.766576181
-36.853407778,174.766787147
-36.853383424,174.766572599
-36.852955858,174.765923556
-36.8530206409999,174.765961499
-36.853158777,174.766043077
-36.8533042989999,174.766130994
-36.853326006,174.76632609
-36.8533557759999,174.766566909
-36.853577733,174.766278832
-36.8535420969999,174.765935363
-36.8536202029999,174.765701512
-36.852889239,174.763970372
-36.8506920409999,174.766107947
-36.8508846299999,174.76610698
-36.850689099,174.766342904
-36.850730606,174.76624468
-36.851794131,174.766499862
-36.8517892639999,174.766434946
-36.8621912519999,174.768913837
-36.86217382,174.768843552
-36.862126291,174.768863657
-36.862098529,174.768875804
-36.8657670969999,174.749155794
-36.865716683,174.776815222
-36.8522112649999,174.764521602
-36.857439792,174.757171122
-36.850656842,174.762482568
-36.854708235,174.767455577
-36.852591639,174.767330524
-36.8516217819999,174.764002854
-36.851400278,174.760221155
-36.857731138,174.758529118
-36.857689046,174.758243718
-36.855636607,174.758616276
-36.8566762899999,174.758779216
-36.861141376,174.747890731
-36.8513126729999,174.75256991
-36.853978422,174.752019883
-36.855406747,174.754429925
-36.850539404,174.774211858
-36.8503477859999,174.773989776
-36.8638668519999,174.779160543
-36.861944523,174.761399083
-36.856694364,174.766546776
-36.85882287,174.765781027
-36.8567198769999,174.757881139
-36.85233399,174.759539642
-36.8520697829999,174.775291661
-36.8574114579999,174.75008375
-36.8521432319999,174.770277441
-36.8512845829999,174.770920481
-36.8507887,174.771837696
-36.8518693409999,174.775441359
-36.851553294,174.77574562
-36.863774091,174.753369119
-36.864932488,174.752858369
-36.865089868,174.752611488
-36.8657410989999,174.776792989
-36.865814486,174.77674288
-36.865986364,174.776697802
-36.861478076,174.778828542
-36.861131364,174.777373991
-36.861321333,174.778945061
-36.854051646,174.771893182
-36.8543377459999,174.771420712
-36.8540279919999,174.771951771
-36.8547080439999,174.77028918
-36.8576102709999,174.767137747
-36.8579998449999,174.766792201
-36.8590063949999,174.765934676
-36.858126167,174.767163128
-36.8546125999999,174.77071334
-36.855038103,174.770132652
-36.8597009009999,174.766294215
-36.857772693,174.767838398
-36.8566908139999,174.76866547
-36.854530736,174.771151125
-36.8548510439999,174.770665695
-36.8552637299999,174.770159757
-36.851590012,174.760055501
-36.851948244,174.7641331
-36.852543593,174.764363587
-36.852402878,174.764018388
-36.8526633279999,174.763680716
-36.853360273,174.775602696
-36.853236774,174.775718725
-36.8537954089999,174.776557719
-36.8538527499999,174.77664148
-36.855749808,174.748422463
-36.855802292,174.748106192
-36.8507322799999,174.752537299
-36.8584015339999,174.748401206
-36.858113379,174.748892845
-36.865662167,174.780444461
-36.8658911909999,174.780353254
-36.865804957,174.775878503
-36.865794216,174.775697741
-36.8539564079999,174.767180284
-36.8510943269999,174.765538612
-36.851050287,174.765208918
-36.851024588,174.765307
-36.851957117,174.764644992
-36.852061826,174.764651937
-36.8521516659999,174.764233485
-36.855684415,174.76444436
-36.853137127,174.766092788
-36.8539197609999,174.768130778
-36.8533416179999,174.764574817
-36.8528008329999,174.765758023
-36.8520015,174.764945292
-36.852127035,174.765400338
-36.851730232,174.765753643
-36.852038099,174.761810043
-36.8523779449999,174.761414959
-36.852515135,174.761448812
-36.856716174,174.764546329
-36.855995046,174.758912652
-36.851950463,174.764170773
-36.852590872,174.764228592
-36.8541188789999,174.763688636
-36.8559816929999,174.764142373
-36.856051744,174.763860328
-36.857890251,174.762345416
-36.856936565,174.763034724
-36.857200253,174.760087794
-36.857337507,174.760056911
-36.857368628,174.759756943
-36.856198967,174.761554759
-36.8546735199999,174.763702125
-36.854852192,174.770873317
-36.8622269759999,174.763299506
-36.855207133,174.771639076
-36.852471223,174.775010583
-36.851987156,174.771397482
-36.853793982,174.770399506
-36.853887716,174.770349889
-36.853986571,174.770271418
-36.855666076,174.767370166
-36.855822292,174.767112657
-36.857768559,174.768576575
-36.8575484259999,174.768702648
-36.857221109,174.768957399
-36.856936622,174.769139148
-36.8513133599999,174.775056502
-36.8510239139999,174.776268619
-36.851770718,174.77606867
-36.8539886369999,174.777251184
-36.8535615019999,174.779213355
-36.863897067,174.763767738
-36.863873564,174.763551748
-36.861623532,174.76575942
-36.854830303,174.768541755
-36.854808959,174.76843097
-36.8547744599999,174.768391506
-36.8585280149999,174.769857508
-36.858166325,174.756425068
-36.858007642,174.756943059
-36.8508972499999,174.77678267
-36.8633748939999,174.760604121
-36.862769323,174.760832368
-36.8611691839999,174.770108338
-36.853003863,174.769319272
-36.8526050839999,174.769708233
-36.855628007,174.755306044
-36.855689839,174.755272845
-36.855729352,174.755226741
-36.855656559,174.755048805
-36.866180428,174.754754578
-36.8648025439999,174.757566937
-36.8612129919999,174.778248197
-36.861175158,174.778728847
-36.855060963,174.769149545
-36.855879237,174.768603965
-36.853878154,174.771735007
-36.8540883639999,174.77158577
-36.8548512959999,174.770696837
-36.858588019,174.766659985
-36.856874607,174.767674172
-36.857593126,174.76713298
-36.858761338,174.766719182
-36.8576812919999,174.767519239
-36.856065477,174.768811218
-36.8555646529999,174.769535285
-36.859437737,174.766531464
-36.85916431,174.76693306
-36.857652898,174.768379768
-36.857411172,174.768448839
-36.8559750269999,174.769590407
-36.8563717339999,174.769178014
-36.860242182,174.76290521
-36.8541107999999,174.772155853
-36.8527415629999,174.766133652
-36.851706178,174.766493184
-36.866010923,174.776770761
-36.8593807,174.759144223
-36.8594215539999,174.758412721
-36.850985271,174.76464797
-36.8531484019999,174.763719004
-36.853391019,174.763313738
-36.853018654,174.775929365
-36.853529685,174.775400697
-36.8542271819999,174.776809412
-36.862605575,174.751068778
-36.8547983509999,174.76287814
-36.855977195,174.762357304
-36.864427564,174.759278215
-36.8507775429999,174.752849564
-36.850810361,174.752589577
-36.850731668,174.752462928
-36.8507259749999,174.752537151
-36.8507242549999,174.752653731
-36.8529234329999,174.757209167
-36.853085355,174.757585187
-36.8590486759999,174.750200522
-36.8569159149999,174.779476348
-36.8658270189999,174.779896478
-36.8659521449999,174.780260493
-36.855055089,174.771193785
-36.853098298,174.770519985
-36.8530197659999,174.770521675
-36.852060641,174.758854396
-36.8645949259999,174.774000128
