"X","Y"
174.807371099876,-36.8784726001998
174.816699799456,-36.8768846995692
174.807330800322,-36.878333900251
174.807212800101,-36.8783896996818
174.80730940033,-36.878790899729
174.80749180017,-36.878850499879
174.834837352968,-36.8773591653772
174.82884717779,-36.8753518660559
174.817823007787,-36.8768092989454
174.833089232377,-36.8754632214687
174.811006799324,-36.8756421171055
174.833065356454,-36.875443250404
174.832093315851,-36.8751625694066
174.814950309112,-36.8774306027712
174.805968208783,-36.8771773909447
174.806284999822,-36.8764333340329
174.830001910327,-36.8763562676863
174.838858333783,-36.8749533343162
174.811650000147,-36.8770566673335
174.836008333663,-36.8778500012522
174.818753336136,-36.8800678962131
174.830624976866,-36.8770832334773
174.830645279379,-36.8771051330593
174.83061623167,-36.8770877090434
174.834275540354,-36.8782905317474
174.834131749671,-36.8782581947094
174.831428119527,-36.8747255484509
174.831054414547,-36.8751160493652
174.832433368926,-36.8760486519639
174.832408322528,-36.8760305934213
174.832317467922,-36.8759620639727
174.832288103843,-36.8759470788373
174.829769469374,-36.8763511878414
174.829940957319,-36.8763100975368
174.829732487353,-36.8763532049512
174.834794619196,-36.8773214070229
174.806616404629,-36.8800228433519
174.811407154609,-36.8768856312029
174.811481265108,-36.8770335206628
174.828296004301,-36.8749249570651
174.825689205875,-36.8756373606706
174.830936677613,-36.8747944713534
174.839995963683,-36.8758025107739
174.830291422232,-36.8769498577976
174.83338109794,-36.8745813651959
174.830074922301,-36.8772513211127
174.828603812123,-36.8777915955568
174.805973033665,-36.8779662932444
174.807808178023,-36.8773351389386
174.803154225706,-36.8755830416222
174.815168645317,-36.8758059708817
174.833060394121,-36.8742971845176
174.824700909869,-36.8771874880325
174.817739005921,-36.8795499817411
174.821029641972,-36.8760029794569
174.840012021569,-36.8740390284061
174.836185777532,-36.8763316951387
174.822538022848,-36.878830826955
174.835212801847,-36.8778659712444
174.814983459199,-36.8781042255926
174.826349073903,-36.8793507523225
174.825861513152,-36.8771400804762
174.837714976132,-36.874377363716
174.830059117207,-36.8772263435081
174.827337565241,-36.8785582216973
174.831130688959,-36.8756988431514
174.806507927007,-36.8799906477992
174.804954376713,-36.8798654289875
174.832321803044,-36.8743859896166
174.83125748256,-36.8762542958848
174.815266599349,-36.8757139136175
174.829580609976,-36.875671937638
174.838684495383,-36.8795450396725
174.833395567075,-36.8745919254461
174.809271776681,-36.8772194499774
174.820130643115,-36.8800359137231
174.835474241378,-36.8786908359447
174.835209819552,-36.8793318085297
174.840054613712,-36.8769464075699
174.835920775077,-36.8778124718549
174.803383642064,-36.8758403808589
174.839242079316,-36.8753691052267
174.838751163889,-36.8748759300737
174.825458756627,-36.8773806070487
174.835277100638,-36.8786066633901
174.832883163998,-36.8742493811639
174.825580491573,-36.8777159411803
174.825067534705,-36.8742850667944
174.820485741747,-36.8747212328179
174.806087952621,-36.8771539773593
174.837702558731,-36.8755426541787
174.811210862696,-36.8744742185848
174.824802799984,-36.8787432038769
174.831043750134,-36.8747574781756
174.8060320391,-36.8759232698085
174.834080454087,-36.8781172000252
174.839743118025,-36.8760860570699
174.826788482852,-36.8762621270373
174.839858372888,-36.8760493222501
174.813576199432,-36.8774558969798
174.829019944539,-36.8754678470022
174.831595389197,-36.876455699201
174.840079718571,-36.8768303005262
174.811322552121,-36.8744354619692
174.827074407273,-36.8756996648437
174.833733983452,-36.8747217419348
174.824910681139,-36.8772069453265
174.831168230155,-36.8757537072575
174.836136203152,-36.8761401100539
174.822519857288,-36.8781595875052
174.811132708788,-36.8769856776597
174.813800381776,-36.8770180549582
174.811142111902,-36.8753454549595
174.827234804382,-36.8784925502574
174.833406201159,-36.8745604238421
174.84063047744,-36.8788721492116
174.816634989912,-36.8768153225523
174.832972568296,-36.875377087534
174.839874697907,-36.8767921587921
174.826596140253,-36.877284213729
174.841083096297,-36.879575674053
174.830145548197,-36.8770344416984
174.830552820288,-36.8770018121487
174.803502034194,-36.8769822777538
174.808523882378,-36.8760602446975
174.803634484075,-36.8769756377927
174.831269173073,-36.8764927576989
174.814504386212,-36.8797976650406
174.820727222763,-36.875563293192
174.826289204959,-36.8799805662946
174.803776119004,-36.8783925680946
174.837141389872,-36.874403630288
174.835865568577,-36.8759481248915
174.835073763252,-36.8793234583797
174.81689213926,-36.8799497362885
174.811164697808,-36.8759925808394
174.825945945278,-36.8786522081558
174.828222920349,-36.8751138004144
174.813223654282,-36.8793135863226
174.824710803133,-36.878871212649
174.817821045084,-36.8751907877586
174.836120710301,-36.8761371461645
174.83861980734,-36.8762780416586
174.839154191324,-36.8786036954224
174.813769520158,-36.8770086871558
174.82447001214,-36.8799039510799
174.825177782436,-36.8752806493158
174.820139647847,-36.8741559570726
174.839986739657,-36.8758761174841
174.836123068484,-36.8761113731099
174.835188420524,-36.8752363066793
174.837186322005,-36.8743145779841
174.820399101957,-36.8795121892273
174.827534443786,-36.8783542232837
174.828061672142,-36.8779661264538
174.830848788426,-36.875622723989
174.835319814188,-36.8786169132451
174.825162920787,-36.8744058546744
174.829607455244,-36.8756590606042
174.83792902716,-36.8774623907986
174.8280448278,-36.8779374438702
174.837111236183,-36.8773888704586
174.831323340278,-36.8746381390307
174.806466167637,-36.8748773253486
174.81438140377,-36.8798459079415
