"X","Y"
174.856438685372,-36.9045237238936
174.855111460038,-36.918103344235
174.855099069216,-36.9181017549805
174.850404126955,-36.9115206558398
174.850470000543,-36.8989683338244
174.850773333689,-36.8990316677288
174.854710000185,-36.9032416673606
174.850760633255,-36.8990280935761
174.85045195625,-36.8989420492594
174.85073217872,-36.8988908143428
174.856277163537,-36.9100308423702
174.856265690076,-36.910042504563
174.851226225453,-36.9160919969758
174.849401897888,-36.9138682930637
174.849525032772,-36.913185332251
174.849475824439,-36.9134811046915
174.854657887773,-36.9110267383423
174.858381173204,-36.8998327840443
174.857362309702,-36.9014688377626
174.853381716591,-36.8993649698851
174.852387233811,-36.9125804078301
174.851079540152,-36.9081550279011
174.852972980866,-36.9001874161888
174.85363010084,-36.9110431719066
174.850526027078,-36.9088538573971
174.852821459798,-36.9009339952979
174.852576425289,-36.908203363268
174.850667071828,-36.9224570520986
174.858337954556,-36.8996481622959
174.85419124468,-36.900276278484
174.850171218526,-36.9216818897298
174.853634617866,-36.9005092289811
174.855518802142,-36.901944919898
174.855130747632,-36.9074292248316
174.854124328505,-36.9009974548978
174.856945678073,-36.9066210201668
174.853892808252,-36.8993840299028
174.85204207414,-36.8995008138842
174.853196673643,-36.900227883873
174.85630040776,-36.8995659340022
174.850685984789,-36.914290277965
174.853184542951,-36.9109949498256
174.849483558971,-36.9129146615315
174.851150517735,-36.9161304594595
174.851856027269,-36.9106924343941
174.852757031409,-36.9013741674976
174.855357850365,-36.8995478474252
174.857300769142,-36.9014875832409
174.852263172855,-36.9131768469987
174.854782380552,-36.9226188840293
174.855035368005,-36.9074187360182
174.851850702109,-36.8992148885868
174.851230918425,-36.9163678117357
174.851839307047,-36.8994104646512
174.850156531928,-36.908381217946
174.852698901539,-36.9118805749874
174.856687294516,-36.9059935289938
174.849012988171,-36.9003036514916
174.858677112763,-36.9014849916169
174.85829185939,-36.90659963137
174.853121546598,-36.8995123346258
174.856737512818,-36.9203594850475
174.852315161526,-36.8991157110675
174.854555732489,-36.9089190428282
174.851670093177,-36.9100251376228
174.850752597181,-36.9165940813836
174.852868522154,-36.909833765569
174.853908978538,-36.9075767303923
174.851458086277,-36.9122948927948
174.852956173658,-36.920746735728
174.852485186364,-36.9125706094156
174.853576371876,-36.8994322375267
174.85693294144,-36.9200723433373
174.854010705022,-36.9004445097494
174.851667725563,-36.9100163451639
174.857823829654,-36.9014529363482
174.854123338647,-36.9206975646944
174.854114801238,-36.9008899096845
174.855221927398,-36.9000808276406
174.857876550348,-36.9007653600218
174.853338961361,-36.9068539370285
174.850661788884,-36.9221901446031
174.852495248736,-36.90822382408
174.858111647556,-36.9031226892265
174.852359031192,-36.8999206155361
174.858251207017,-36.9014641383632
174.853222038297,-36.9111785160329
174.854216781591,-36.8995769615417
174.851357398794,-36.9140575610308
174.858506906369,-36.9031135089908
174.856408646997,-36.9011818411666
174.858635821994,-36.9051537442757
174.851741760093,-36.9083010665332
174.854680479071,-36.8992776996658
174.858135747117,-36.902905929469
174.850731702846,-36.9224381499666
174.853732008671,-36.9008947525278
174.853688113054,-36.9111686825253
174.856362460534,-36.8995446663508
174.856778630146,-36.9064414634559
174.849738622877,-36.9128816538381
174.849688433415,-36.9144080527406
174.849490127836,-36.9129328903648
174.854110891952,-36.9206888647801
174.852851531533,-36.9101982467084
174.850567858239,-36.9223075780328
174.856481682093,-36.901768302085
174.851879449626,-36.9137805116069
174.854058080245,-36.8995220290025
174.852154382931,-36.9110128623717
174.853372716078,-36.9093692714284
174.855196148262,-36.9046655792931
174.85048252351,-36.9094650185957
174.850113369997,-36.9155041798115
174.855427178095,-36.906643551785
174.851975944454,-36.9106898326078
174.852152162919,-36.8997682907762
174.854324763776,-36.9012558381193
174.855462013906,-36.9018592798634
174.851005051839,-36.9142945186706
174.852262883722,-36.9131711118784
174.855093742569,-36.9181964860861
174.852741769743,-36.9014200739141
174.851770500877,-36.9137611140681
174.85625894332,-36.9016403666215
174.85392072654,-36.9005283872903
174.858272917092,-36.9029454192039
174.853485751246,-36.9111077747873
174.853577450912,-36.8996160892769
174.854540129129,-36.9003689282027
174.855139694663,-36.8998197146621
174.858291487163,-36.9065144350536
174.851684693713,-36.9083198313386
174.85456456647,-36.9004628054247
174.854275476089,-36.899993090273
174.853829374693,-36.9006142330623
174.857451231958,-36.9010383265105
174.849733008294,-36.9128634353929
174.85825501409,-36.9065586243861
174.854274972676,-36.9014758988396
174.855322280004,-36.9111368823859
174.855533350514,-36.9203073004371
174.853080381487,-36.900223964033
174.854069834368,-36.8997089922168
174.851782457721,-36.9099960755485
174.856323398506,-36.9037394186024
174.857160246887,-36.9014073634159
174.851422476016,-36.9210738225061
174.852059141962,-36.9133843176683
174.854640243545,-36.9089574805334
174.849769596244,-36.8999751628582
174.850115676273,-36.9154154770573
174.854443334411,-36.9111574746113
174.855994603598,-36.9190164956951
174.85594919565,-36.9183674221485
174.853767418168,-36.8996325210908
174.853695802673,-36.9007193734954
174.855396635346,-36.9008082891272
174.855875096455,-36.9016214757792
174.852163391074,-36.9131635836541
174.856207101012,-36.9015041249863
174.856342981757,-36.9045700236831
174.857942918937,-36.9003409876867
174.85297787849,-36.9208231194364
174.852818692521,-36.909724633692
174.852659048886,-36.9016060962669
174.853035283932,-36.900376973585
174.855864821918,-36.9184445870494
174.854099306676,-36.900360323749
174.849826762797,-36.9117868232682
174.856323495566,-36.9059654682604
174.85427959055,-36.9207425903935
174.854992570731,-36.8999573770958
174.852640734825,-36.8993990575343
174.851027857743,-36.9227620606678
174.853009330914,-36.9101544229881
174.857695926624,-36.9219542262035
174.851978622473,-36.9106976269594
174.856297466055,-36.9039390238273
174.853216648222,-36.9105239505239
174.857508044852,-36.901699884597
174.858370015123,-36.8996043898819
174.852927643906,-36.9087233256916
174.852297471739,-36.9018284016587
174.849691805795,-36.900008648989
174.848945722383,-36.9002460222941
174.854707722498,-36.8992077748671
174.852146580899,-36.9110191256697
174.856569788412,-36.8995879161714
174.852529915466,-36.912202369864
174.854459718957,-36.9030410603102
174.853704511036,-36.9006369790356
174.858731133593,-36.9050665277751
174.852507762323,-36.9000311635107
174.853657438681,-36.911336984192
174.850315926994,-36.9116184338698
174.853042946356,-36.9003827090518
174.853847487459,-36.899099179343
174.853075004862,-36.9113790042351
174.853920994961,-36.9110807970494
174.858006698055,-36.9068194533009
174.852144170672,-36.899762740658
174.853450871005,-36.9108728410645
174.855512369459,-36.9023553683427
174.857508692067,-36.9075167107713
174.855659710929,-36.8996168980477
174.856366594054,-36.899456165536
174.84999095541,-36.9115458726344
174.854371821321,-36.9205017192845
174.850232643738,-36.921611837272
174.851122555115,-36.909434791724
174.85177770614,-36.9091427090531
174.852159054128,-36.9131655422696
174.849002359565,-36.9003099459663
174.854797694125,-36.9038127590033
174.85172367608,-36.9090178311401
174.850493762851,-36.9143956024116
174.857665825536,-36.9008004511267
174.852263515231,-36.9017137328211
174.855196934038,-36.899831653705
174.848956460544,-36.9002399893062
174.850452100918,-36.9093402030881
174.852604620629,-36.9122552551216
174.852506742036,-36.9074049789994
174.853073004347,-36.9105947790498
174.856839850265,-36.9203126547589
174.849682147174,-36.9111202100884
174.855426503703,-36.9051498227662
174.849501336701,-36.9145036876575
174.858018641949,-36.9068481268379
174.852866937064,-36.8997877553164
174.854530443445,-36.9024592071723
174.855533866543,-36.9204030650825
174.851744904496,-36.89894248993
174.854576363281,-36.8992548958517
174.854531187924,-36.9022222804874
174.853036883445,-36.9068660846173
174.855821277045,-36.901161663989
174.85262882184,-36.9072189720132
174.850022571885,-36.9143924323097
174.856820298133,-36.9017900161816
174.852495752687,-36.9122261226619
174.858793241298,-36.9052535539261
174.85604885806,-36.9184423183108
174.852146216394,-36.9134295455324
174.855153024672,-36.9000486575706
174.849536487692,-36.9123223305963
174.853421173165,-36.9094147549557
174.851926980874,-36.8990280298019
174.851710910253,-36.8994719629205
174.857722238239,-36.9007318793204
174.854056934902,-36.9009962175568
174.855081375807,-36.9181957977768
174.851496530622,-36.914077773671
174.852583105019,-36.9075908253325
174.853093297647,-36.9080443729319
174.855452003992,-36.9006236800748
174.851144709381,-36.9227305081274
174.851423304814,-36.9209941849232
174.855593470746,-36.8995713956903
174.85795623534,-36.9014926722646
174.85461766415,-36.9004200953663
174.850527365801,-36.9084320057886
174.85764500943,-36.9200488530066
174.856290732196,-36.9015221243397
174.850848027983,-36.9165774428583
174.85615334991,-36.9015308834964
174.851857162888,-36.9107014281256
174.85688789052,-36.901106384463
174.853136789847,-36.9114448553142
174.853833307726,-36.9003263370515
174.858095607253,-36.9015075631015
174.855519756377,-36.9008887558907
174.851127267574,-36.9082785189961
174.852171925743,-36.9208732616274
174.852172243754,-36.9209533121529
174.856575756682,-36.899461860908
174.856782114082,-36.9059579225277
174.854168288731,-36.9016739179889
